@RELATION eos
@ATTRIBUTE r1Ucfirst {0, 1}
@ATTRIBUTE r1NewPara {0, 1}
@ATTRIBUTE r1Comma {0, 1}
@ATTRIBUTE r1Period {0, 1}
@ATTRIBUTE l1Title {0, 1}
@ATTRIBUTE l1Abbrev {0, 1}
@ATTRIBUTE lLength numeric
@ATTRIBUTE rLength numeric
@ATTRIBUTE Nspaces numeric
@ATTRIBUTE r1Quote {0, 1}
@ATTRIBUTE r1Semi {0, 1}
@ATTRIBUTE l1Internal {0, 1}
@ATTRIBUTE l1Cap {0, 1}
@ATTRIBUTE class {EOS, NEOS}
@DATA
1,0,0,0,0,0,48,54,2,0,0,0,0,EOS
0,1,0,0,0,0,138,0,0,0,0,0,0,EOS
1,0,0,0,0,0,35,100,2,0,0,0,0,EOS
1,0,0,0,0,0,2,7,2,0,0,0,0,EOS
0,0,0,0,0,1,10,102,1,0,0,0,1,NEOS
0,1,0,0,0,0,26,0,0,0,0,0,0,EOS
0,1,0,0,0,0,182,0,0,0,0,0,0,EOS
0,0,0,0,0,0,12,30,1,1,0,0,0,EOS
1,0,0,0,0,0,23,21,1,0,0,0,0,EOS
0,1,0,0,0,0,27,0,0,0,0,0,0,EOS
0,1,0,0,0,0,198,0,0,0,0,0,0,EOS
1,0,0,0,0,0,160,106,2,0,0,0,0,EOS
1,0,0,0,1,1,1,91,1,0,0,0,1,NEOS
1,0,0,0,0,0,106,8,1,0,0,0,0,EOS
0,1,0,0,0,0,43,0,0,0,0,0,0,EOS
0,1,0,0,0,0,169,0,0,0,0,0,0,EOS
1,0,0,0,0,0,21,7,1,0,0,0,0,EOS
1,0,0,0,0,0,20,131,2,0,0,0,0,EOS
0,0,0,0,0,0,35,1,1,0,0,0,0,EOS
1,0,0,0,0,0,5,22,2,0,0,0,1,EOS
1,0,0,0,0,0,27,25,2,0,0,0,0,EOS
0,1,0,0,0,0,13,0,0,0,0,0,0,EOS
1,0,0,0,0,0,12,61,1,0,0,0,0,EOS
1,0,0,0,0,0,43,24,2,0,0,0,0,EOS
0,1,0,0,0,0,151,0,0,0,0,0,1,EOS
1,0,0,0,0,0,15,62,2,0,0,0,0,EOS
0,1,0,0,0,0,7,0,0,0,0,0,0,EOS
0,1,0,0,0,0,20,0,0,0,0,0,0,EOS
1,0,0,0,0,0,24,35,2,0,0,0,0,EOS
0,1,0,0,0,0,31,0,0,0,0,0,0,EOS
1,0,0,0,0,0,55,74,1,0,0,0,0,EOS
1,0,0,0,0,0,23,68,2,0,0,0,1,EOS
0,1,0,0,0,0,64,0,0,0,0,0,1,EOS
1,0,0,0,0,0,41,63,1,0,0,0,0,EOS
1,0,0,0,0,0,108,41,2,0,0,0,0,EOS
1,0,0,0,0,0,43,60,1,0,0,0,0,EOS
1,0,0,0,0,0,124,84,1,0,0,0,0,EOS
1,0,0,0,0,0,185,31,1,0,0,0,0,EOS
0,1,0,0,0,0,41,0,0,0,0,0,0,EOS
1,0,0,0,0,0,11,6,2,0,0,0,0,EOS
1,0,0,0,0,0,28,70,1,0,0,0,0,EOS
0,0,0,0,0,0,207,1,2,0,0,0,0,EOS
1,0,0,0,1,1,13,14,1,0,0,0,1,NEOS
1,0,0,0,0,0,82,137,1,0,0,0,0,EOS
1,0,0,0,0,0,79,119,2,0,0,0,0,EOS
1,0,0,0,0,0,109,104,1,0,0,0,0,EOS
1,0,0,0,0,0,9,52,2,0,0,0,0,EOS
1,0,0,0,0,0,302,26,2,0,0,0,0,EOS
0,1,0,0,0,0,39,0,0,0,0,0,0,EOS
0,0,0,0,0,1,5,22,1,0,0,0,1,NEOS
0,1,0,0,0,0,203,0,0,0,0,0,0,EOS
1,0,0,0,0,0,152,322,2,0,0,0,0,EOS
1,0,0,0,0,0,114,184,2,0,0,0,0,EOS
0,1,0,0,0,0,199,0,0,0,0,0,0,EOS
1,0,0,0,0,0,91,85,2,0,0,0,0,EOS
0,1,0,0,0,0,21,0,0,0,0,0,0,EOS
1,0,0,0,0,0,11,7,2,0,0,0,0,EOS
1,0,0,0,0,0,186,155,2,0,0,0,0,EOS
1,0,0,0,0,0,17,32,2,0,0,0,0,EOS
0,0,0,0,1,1,66,10,1,0,0,0,0,NEOS
1,0,0,0,0,0,172,22,2,0,0,0,0,EOS
1,0,0,0,0,0,175,30,1,0,0,0,0,EOS
0,1,0,0,0,0,33,0,0,0,0,0,0,EOS
1,0,0,0,0,0,94,93,2,0,0,0,0,EOS
1,0,0,0,0,0,30,17,2,0,0,0,0,EOS
0,0,0,0,0,0,2,10,1,1,0,0,0,EOS
1,0,0,0,0,0,57,9,1,0,0,0,0,EOS
1,0,0,0,0,0,11,55,1,0,0,0,0,EOS
1,0,0,0,1,1,17,31,1,0,0,0,1,NEOS
1,0,0,0,0,0,203,45,2,0,0,0,0,EOS
0,1,0,0,0,0,127,0,0,0,0,0,0,EOS
1,0,0,0,0,0,38,17,2,0,0,0,0,EOS
1,0,0,0,0,0,7,12,2,0,0,0,0,EOS
1,0,0,0,0,0,24,84,2,0,0,0,0,EOS
1,0,0,0,0,0,34,43,2,0,0,0,1,EOS
1,0,0,0,0,0,34,16,1,0,0,0,0,EOS
1,0,0,0,0,0,169,102,1,0,0,0,0,EOS
1,0,0,0,0,0,33,11,2,0,0,0,0,EOS
0,1,0,0,0,0,24,0,0,0,0,0,0,EOS
1,0,0,0,0,0,28,110,2,0,0,0,1,EOS
1,0,0,0,0,0,57,36,2,0,0,0,0,EOS
1,0,0,0,0,0,30,14,2,0,0,0,0,EOS
0,1,0,0,0,0,46,0,0,0,0,0,0,EOS
1,0,0,0,0,0,66,26,1,0,0,0,0,EOS
1,0,0,0,0,0,12,14,2,0,0,0,0,EOS
0,0,0,0,0,0,62,52,2,1,0,0,0,EOS
0,1,0,0,0,0,31,0,0,0,0,0,0,EOS
1,0,0,0,0,0,40,4,2,0,0,0,0,EOS
0,1,0,0,0,0,140,0,0,0,0,0,0,EOS
0,0,0,0,0,1,39,46,0,0,1,0,1,NEOS
1,0,0,0,0,0,14,206,2,0,0,0,0,EOS
1,0,0,0,0,0,53,12,2,0,0,0,0,EOS
1,0,0,0,0,0,23,6,2,0,0,0,1,NEOS
1,0,0,0,0,0,9,51,2,0,0,0,0,EOS
0,1,0,0,0,0,9,0,0,0,0,0,0,EOS
1,0,0,0,0,0,28,11,1,0,0,0,0,EOS
1,0,0,0,0,0,14,270,2,0,0,0,1,EOS
1,0,0,0,0,0,253,103,1,0,0,0,0,EOS
1,0,0,0,0,0,198,52,2,0,0,0,0,EOS
1,0,0,0,0,0,70,19,1,0,0,0,0,EOS
1,0,0,0,0,0,18,55,1,0,0,0,0,EOS
0,1,0,0,0,0,102,0,0,0,0,0,0,EOS
1,0,0,0,0,0,47,63,2,0,0,0,0,EOS
1,0,0,0,0,0,19,29,1,0,0,0,0,EOS
1,0,0,0,0,0,49,65,1,0,0,0,0,EOS
1,0,0,0,0,0,51,109,1,0,0,0,0,EOS
0,1,0,0,0,0,127,0,0,0,0,0,0,EOS
1,0,0,0,0,1,6,211,1,0,0,0,0,EOS
0,1,0,0,0,0,69,0,0,0,0,0,0,EOS
0,1,0,0,0,0,6,0,0,0,0,0,0,EOS
0,1,0,0,0,0,155,0,0,0,0,0,0,EOS
1,0,0,0,0,0,14,53,2,0,0,0,0,EOS
0,1,0,0,0,0,38,0,0,0,0,0,0,EOS
1,0,0,0,0,0,8,6,2,0,0,0,0,EOS
1,0,0,0,0,0,35,2,2,0,0,0,0,EOS
1,0,0,0,0,0,170,448,2,0,0,0,0,EOS
1,0,0,0,0,0,105,13,2,0,0,0,0,EOS
0,1,0,0,0,0,46,0,0,0,0,0,0,EOS
1,0,0,0,0,0,17,184,2,0,0,0,0,EOS
1,0,0,0,0,0,82,77,2,0,0,0,0,EOS
1,0,0,0,0,0,252,73,1,0,0,0,0,EOS
1,0,0,0,0,0,39,13,2,0,0,0,0,EOS
1,0,0,0,1,1,11,65,1,0,0,0,1,NEOS
1,0,0,0,0,0,68,43,2,0,0,0,1,EOS
1,0,0,0,0,0,18,65,2,0,0,0,0,EOS
1,0,0,0,0,0,136,35,2,0,0,0,0,EOS
1,0,0,0,0,0,272,42,2,0,0,0,0,EOS
1,0,0,0,0,0,91,97,1,0,0,0,0,EOS
1,0,0,0,0,0,172,37,2,0,0,0,0,EOS
0,1,0,0,0,0,208,0,0,0,0,0,1,EOS
1,0,0,0,0,0,8,72,2,0,0,0,0,EOS
1,0,0,0,0,0,18,7,2,0,0,0,0,EOS
1,0,0,0,0,0,80,28,2,0,0,0,1,EOS
1,0,0,0,0,0,71,122,1,0,0,0,0,EOS
0,1,0,0,0,0,8,0,0,0,0,0,0,EOS
1,0,0,0,0,0,30,282,2,0,0,0,0,EOS
1,0,0,0,0,0,20,71,1,0,0,0,1,NEOS
0,1,0,0,0,0,184,0,0,0,0,0,0,EOS
0,1,0,0,0,0,149,0,0,0,0,0,1,EOS
1,0,0,0,0,0,12,17,1,0,0,0,0,EOS
1,0,0,0,0,0,28,79,2,0,0,0,0,EOS
0,1,0,0,0,0,25,0,0,0,0,0,0,EOS
1,0,0,0,0,0,21,38,2,0,0,0,0,EOS
0,1,0,0,0,0,73,0,0,0,0,0,0,EOS
0,1,0,0,0,0,19,0,0,0,0,0,0,EOS
1,0,0,0,0,0,151,18,2,0,0,0,0,EOS
0,1,0,0,0,0,29,0,0,0,0,0,0,EOS
0,1,0,0,0,0,144,0,0,0,0,0,0,EOS
1,0,0,0,0,0,9,26,1,0,0,0,0,EOS
0,1,0,0,0,0,25,0,0,0,0,0,0,EOS
1,0,0,0,0,0,18,180,2,0,0,0,0,EOS
0,1,0,0,0,0,30,0,0,0,0,0,0,EOS
1,0,0,0,0,0,15,44,1,0,0,0,0,EOS
0,1,0,0,0,0,21,0,0,0,0,0,0,EOS
0,1,0,0,0,0,34,0,0,0,0,0,0,EOS
1,0,0,0,0,0,49,22,2,0,0,0,0,EOS
1,0,0,0,0,0,89,82,2,0,0,0,1,EOS
1,0,0,0,0,0,38,32,2,0,0,0,1,EOS
0,1,0,0,0,0,59,0,0,0,0,0,0,EOS
1,0,0,0,0,0,9,46,1,0,0,0,1,NEOS
1,0,0,0,0,0,89,33,1,0,0,0,0,EOS
0,1,0,0,0,0,64,0,0,0,0,0,0,EOS
1,0,0,0,0,0,77,61,1,0,0,0,0,EOS
0,1,0,0,0,0,39,0,0,0,0,0,0,EOS
0,0,0,0,0,0,23,8,2,1,0,0,0,EOS
1,0,0,0,0,0,57,44,3,0,0,0,0,EOS
1,0,0,0,0,0,38,52,1,0,0,0,0,EOS
1,0,0,0,0,0,25,18,2,0,0,0,0,EOS
1,0,0,0,0,0,139,19,2,0,0,0,0,EOS
1,0,0,0,0,0,153,59,1,0,0,0,1,NEOS
1,0,0,0,0,0,12,79,1,0,0,0,0,EOS
1,0,0,0,0,0,62,46,2,0,0,0,0,EOS
0,0,0,0,0,1,11,138,1,0,0,1,0,NEOS
1,0,0,0,0,0,192,212,2,0,0,0,0,EOS
1,0,0,0,0,0,43,127,1,0,0,0,0,EOS
0,1,0,0,0,0,77,0,0,0,0,0,0,EOS
0,1,0,0,0,0,104,0,0,0,0,0,0,EOS
0,0,0,0,0,0,63,48,1,1,0,0,0,EOS
1,0,0,0,0,0,164,37,2,0,0,0,0,EOS
1,0,0,0,0,0,60,7,2,0,0,0,0,EOS
1,0,0,0,0,0,65,173,1,0,0,0,0,EOS
1,0,0,0,0,0,29,83,2,0,0,0,0,EOS
1,0,0,0,0,0,18,28,1,0,0,0,1,NEOS
1,0,0,0,0,0,73,8,1,0,0,0,0,EOS
1,0,0,0,0,0,45,11,2,0,0,0,0,EOS
0,1,0,0,0,0,2,0,0,0,0,0,0,EOS
1,0,0,0,0,0,67,111,1,0,0,0,0,EOS
1,0,0,0,1,1,19,31,1,0,0,0,1,NEOS
0,1,0,0,0,0,28,0,0,0,0,0,0,EOS
1,0,0,0,0,0,18,46,2,0,0,0,0,EOS
0,1,0,0,0,0,9,0,0,0,0,0,0,EOS
1,0,0,0,0,0,21,36,1,0,0,0,0,EOS
1,0,0,0,0,0,54,16,1,0,0,0,0,EOS
1,0,0,0,0,0,382,30,2,0,0,0,0,EOS
0,1,0,0,0,0,148,0,0,0,0,0,0,EOS
1,0,0,0,0,0,14,18,1,0,0,0,0,EOS
0,1,0,0,0,0,37,0,0,0,0,0,0,EOS
0,1,0,0,0,0,103,0,0,0,0,0,0,EOS
1,0,0,0,0,0,120,102,1,0,0,0,0,EOS
0,1,0,0,0,0,49,0,0,0,0,0,0,EOS
0,0,0,1,0,0,27,0,0,0,0,0,0,NEOS
1,0,0,0,0,0,24,32,1,0,0,0,0,EOS
0,1,0,0,0,0,10,0,0,0,0,0,0,EOS
0,1,0,0,0,0,80,0,0,0,0,0,0,EOS
1,0,0,0,0,0,130,104,2,0,0,0,0,EOS
0,1,0,0,0,0,132,0,0,0,0,0,0,EOS
0,1,0,0,0,0,63,0,0,0,0,0,1,EOS
1,0,0,0,0,0,117,31,1,0,0,0,1,NEOS
0,1,0,0,0,0,111,0,0,0,0,0,0,EOS
0,0,0,0,0,0,20,13,2,1,0,0,0,EOS
1,0,0,0,0,0,18,48,2,0,0,0,0,EOS
0,1,0,0,0,0,28,0,0,0,0,0,0,EOS
1,0,0,0,0,0,302,54,2,0,0,0,0,EOS
1,0,0,0,0,0,30,103,2,0,0,0,0,EOS
0,1,0,0,0,0,36,0,0,0,0,0,0,EOS
1,0,0,0,0,0,14,57,2,0,0,0,0,EOS
1,0,0,0,0,0,43,48,2,0,0,0,0,EOS
1,0,0,0,0,0,109,168,2,0,0,0,0,EOS
1,0,0,0,0,0,150,175,2,0,0,0,0,EOS
1,0,0,0,0,0,59,127,1,0,0,0,0,EOS
0,1,0,0,0,0,109,0,0,0,0,0,0,EOS
1,0,0,0,0,0,33,29,2,0,0,0,0,EOS
0,1,0,0,0,0,53,0,0,0,0,0,0,EOS
1,0,0,0,0,0,37,15,2,0,0,0,0,EOS
1,0,0,0,0,0,43,35,1,0,0,0,0,EOS
1,0,0,0,0,0,38,99,1,0,0,0,0,EOS
1,0,0,0,0,0,48,37,1,0,0,0,0,EOS
0,1,0,0,0,0,25,0,0,0,0,0,1,EOS
1,0,0,0,0,0,56,68,2,0,0,0,0,EOS
0,1,0,0,0,0,23,0,0,0,0,0,0,EOS
1,0,0,0,0,0,15,23,1,0,0,0,0,EOS
0,1,0,0,0,0,61,0,0,0,0,0,0,EOS
0,1,0,0,0,0,53,0,0,0,0,0,0,EOS
1,0,0,0,0,0,2,21,1,0,0,0,1,NEOS
1,0,0,0,0,0,38,94,2,0,0,0,0,EOS
0,0,0,0,0,0,36,76,2,0,0,0,0,EOS
1,0,0,0,0,0,154,124,2,0,0,0,0,EOS
1,0,0,0,0,0,152,54,2,0,0,0,0,EOS
1,0,0,0,0,0,76,127,1,0,0,0,0,EOS
1,0,0,0,0,0,25,13,2,0,0,0,0,EOS
1,0,0,0,0,0,71,44,2,0,0,0,0,EOS
0,1,0,0,0,0,55,0,0,0,0,0,0,EOS
1,0,0,0,0,0,23,151,1,0,0,0,0,EOS
1,0,0,0,0,0,166,50,1,0,0,0,1,EOS
1,0,0,0,0,0,15,115,2,0,0,0,0,EOS
0,1,0,0,0,0,22,0,0,0,0,0,0,EOS
1,0,0,0,0,0,20,33,1,0,0,0,0,EOS
0,1,0,0,0,0,78,0,0,0,0,0,0,EOS
0,1,0,0,0,0,34,0,0,0,0,0,0,EOS
1,0,0,0,0,0,30,7,2,0,0,0,0,EOS
0,1,0,0,0,0,29,0,0,0,0,0,0,EOS
1,0,0,0,0,0,32,118,1,0,0,0,0,EOS
1,0,0,0,0,0,65,82,1,0,0,0,0,EOS
1,0,0,0,0,0,33,127,2,0,0,0,0,EOS
1,0,0,0,0,0,31,24,2,0,0,0,0,EOS
1,0,0,0,0,0,122,17,2,0,0,0,1,EOS
0,1,0,0,0,0,16,0,0,0,0,0,0,EOS
1,0,0,0,0,0,11,57,1,0,0,0,0,EOS
0,1,0,0,0,0,173,0,0,0,0,0,0,EOS
1,0,0,0,0,0,59,222,1,0,0,0,0,EOS
1,0,0,0,0,0,19,61,1,0,0,0,0,EOS
1,0,0,0,0,0,47,8,2,0,0,0,0,EOS
0,1,0,0,0,0,83,0,0,0,0,0,0,EOS
1,0,0,0,0,0,75,35,2,0,0,0,0,EOS
0,1,0,0,0,0,65,0,0,0,0,0,0,EOS
0,1,0,0,0,0,89,0,0,0,0,0,0,EOS
1,0,0,0,0,0,17,109,2,0,0,0,0,EOS
1,0,0,0,0,0,147,72,1,0,0,0,1,EOS
1,0,0,0,0,0,52,96,2,0,0,0,0,EOS
1,0,0,0,0,0,230,48,2,0,0,0,0,EOS
1,0,0,0,0,0,93,15,1,0,0,0,0,EOS
0,1,0,0,0,0,46,0,0,0,0,0,0,EOS
0,1,0,0,0,0,119,0,0,0,0,0,0,EOS
1,0,0,0,0,0,93,26,1,0,0,0,0,EOS
1,0,0,0,0,0,128,21,1,0,0,0,0,EOS
1,0,0,0,0,0,32,20,1,0,0,0,0,EOS
1,0,0,0,0,0,31,41,2,0,0,0,1,EOS
1,0,0,0,1,1,85,69,1,0,0,0,1,NEOS
1,0,0,0,0,0,12,28,2,0,0,0,0,EOS
0,1,0,0,0,0,55,0,0,0,0,0,0,EOS
0,1,0,0,0,0,38,0,0,0,0,0,0,EOS
0,1,0,0,0,0,68,0,0,0,0,0,1,EOS
0,1,0,0,0,0,46,0,0,0,0,0,0,EOS
1,0,0,0,0,0,44,62,2,0,0,0,0,EOS
0,0,0,0,0,0,66,1,0,0,0,0,0,EOS
1,0,0,0,0,0,26,50,1,0,0,0,0,EOS
0,0,0,0,0,0,8,1,1,0,0,0,1,EOS
0,1,0,0,0,0,38,0,0,0,0,0,0,EOS
0,1,0,0,0,0,16,0,0,0,0,0,1,EOS
1,0,0,0,0,0,43,18,1,0,0,0,0,EOS
1,0,0,0,0,0,56,31,1,0,0,0,0,EOS
0,1,0,0,0,0,139,0,0,0,0,0,0,EOS
0,1,0,0,0,0,40,0,0,0,0,0,0,EOS
0,1,0,0,0,0,122,0,0,0,0,0,0,EOS
0,1,0,0,0,0,12,0,0,0,0,0,0,EOS
0,0,0,0,0,1,64,47,1,0,0,0,1,NEOS
1,0,0,0,0,0,28,53,2,0,0,0,0,EOS
1,0,0,0,0,0,52,15,1,0,0,0,1,NEOS
0,1,0,0,0,0,5,0,0,0,0,0,0,EOS
0,0,0,0,0,0,76,1,0,0,0,0,0,EOS
1,0,0,0,0,0,283,34,2,0,0,0,0,EOS
1,0,0,0,0,0,21,234,2,0,0,0,1,EOS
1,0,0,0,0,0,25,83,2,0,0,0,0,EOS
1,0,0,0,0,0,27,79,2,0,0,0,0,EOS
1,0,0,0,0,1,22,193,2,0,0,0,0,EOS
0,0,0,0,0,0,711,68,1,0,0,0,0,EOS
1,0,0,0,0,0,191,18,2,0,0,0,0,EOS
1,0,0,0,0,0,37,59,1,0,0,0,0,EOS
1,0,0,0,1,1,107,21,1,0,0,0,1,NEOS
1,0,0,0,0,0,34,37,2,0,0,0,1,EOS
1,0,0,0,0,0,119,121,2,0,0,0,1,EOS
1,0,0,0,0,0,19,61,1,0,0,0,0,EOS
0,1,0,0,0,0,72,0,0,0,0,0,0,EOS
1,0,0,0,0,0,107,66,1,0,0,0,0,EOS
1,0,0,0,0,0,157,3,2,0,0,0,0,EOS
1,0,0,0,0,0,32,105,2,0,0,0,0,EOS
1,0,0,0,1,1,53,171,1,0,0,0,1,NEOS
1,0,0,0,1,1,43,31,1,0,0,0,1,NEOS
0,1,0,0,0,0,10,0,0,0,0,0,0,EOS
0,1,0,0,0,0,3,0,0,0,0,0,0,EOS
1,0,0,0,0,0,18,61,2,0,0,0,0,EOS
1,0,0,0,0,0,13,39,2,0,0,0,0,EOS
0,1,0,0,0,0,35,0,0,0,0,0,0,EOS
1,0,0,0,0,0,77,132,2,0,0,0,0,EOS
1,0,0,0,0,0,21,35,2,0,0,0,1,EOS
0,1,0,0,0,0,16,0,0,0,0,0,0,EOS
1,0,0,0,0,0,23,143,2,0,0,0,0,EOS
0,1,0,0,0,0,19,0,0,0,0,0,0,EOS
1,0,0,0,0,0,27,29,2,0,0,0,0,EOS
1,0,0,0,0,0,33,64,2,0,0,0,0,EOS
1,0,0,0,0,0,47,27,1,0,0,0,0,EOS
1,0,0,0,0,0,183,189,1,0,0,0,0,EOS
0,1,0,0,0,0,173,0,0,0,0,0,0,EOS
0,0,0,0,0,0,42,96,1,1,0,0,0,EOS
0,1,0,0,0,0,110,0,0,0,0,0,0,EOS
1,0,0,0,0,0,52,3,2,0,0,0,0,EOS
1,0,0,0,1,1,60,4,1,0,0,0,1,NEOS
1,0,0,0,0,0,76,4,1,0,0,0,0,EOS
1,0,0,0,0,0,141,68,2,0,0,0,0,EOS
1,0,0,0,0,0,12,30,1,0,0,0,0,EOS
1,0,0,0,0,0,79,177,1,0,0,0,0,EOS
1,0,0,0,0,0,21,46,2,0,0,0,0,EOS
1,0,0,0,0,0,36,105,2,0,0,0,0,EOS
1,0,0,0,0,0,22,87,1,0,0,0,0,EOS
0,1,0,0,0,0,103,0,0,0,0,0,0,EOS
0,1,0,0,0,0,136,0,0,0,0,0,0,EOS
1,0,0,0,0,0,40,256,2,0,0,0,0,EOS
1,0,0,0,0,0,42,24,2,0,0,0,0,EOS
1,0,0,0,0,0,62,89,1,0,0,0,1,NEOS
1,0,0,0,0,0,179,89,1,0,0,0,0,EOS
1,0,0,0,0,0,24,7,1,0,0,0,0,EOS
0,1,0,0,0,0,44,0,0,0,0,0,0,EOS
0,1,0,0,0,0,82,0,0,0,0,0,0,EOS
1,0,0,0,0,0,28,52,2,0,0,0,0,EOS
1,0,0,0,0,0,27,16,1,0,0,0,0,EOS
0,1,0,0,0,0,91,0,0,0,0,0,0,EOS
1,0,0,0,0,0,15,26,1,0,0,0,0,EOS
1,0,0,0,1,1,1,25,1,0,0,0,1,NEOS
0,0,0,0,0,0,63,21,0,0,0,0,0,EOS
1,0,0,0,0,0,25,35,2,0,0,0,1,EOS
1,0,0,0,0,0,72,75,1,0,0,0,1,EOS
0,1,0,0,0,0,37,0,0,0,0,0,0,EOS
1,0,0,0,1,1,82,7,1,0,0,0,1,NEOS
1,0,0,0,0,0,23,27,1,0,0,0,0,EOS
1,0,0,0,0,0,91,28,2,0,0,0,0,EOS
0,0,0,0,0,0,9,3,0,0,0,0,0,NEOS
0,1,0,0,0,0,18,0,0,0,0,0,0,EOS
1,0,0,0,0,0,160,152,2,0,0,0,0,EOS
1,0,0,0,0,0,28,80,2,0,0,0,0,EOS
1,0,0,0,0,0,85,74,1,0,0,0,0,EOS
0,1,0,0,0,0,30,0,0,0,0,0,0,EOS
1,0,0,0,0,0,158,19,1,0,0,0,0,EOS
1,0,0,0,0,0,32,9,1,0,0,0,1,EOS
1,0,0,0,0,0,32,32,2,0,0,0,0,EOS
0,1,0,0,0,0,69,0,0,0,0,0,0,EOS
0,1,0,0,0,0,30,0,0,0,0,0,0,EOS
1,0,0,0,0,0,134,23,2,0,0,0,0,EOS
1,0,0,0,0,0,74,6,2,0,0,0,0,EOS
1,0,0,0,0,0,14,51,2,0,0,0,0,EOS
1,0,0,0,0,0,205,317,2,0,0,0,0,EOS
0,0,0,0,0,0,12,48,2,0,0,0,0,EOS
0,1,0,0,0,0,149,0,0,0,0,0,0,EOS
1,0,0,0,0,0,20,6,1,0,0,0,0,EOS
1,0,0,0,0,0,51,19,2,0,0,0,0,EOS
0,1,0,0,0,0,206,0,0,0,0,0,0,EOS
1,0,0,0,0,0,8,24,2,0,0,0,0,EOS
0,1,0,0,0,0,37,0,0,0,0,0,0,EOS
0,1,0,0,0,0,280,0,0,0,0,0,0,EOS
0,0,0,0,0,0,13,1,0,0,0,0,0,EOS
1,0,0,0,0,0,94,87,2,0,0,0,0,EOS
1,0,0,0,0,0,42,91,2,0,0,0,0,EOS
1,0,0,0,0,0,52,14,1,0,0,0,0,EOS
1,0,0,0,0,0,27,38,1,0,0,0,0,EOS
0,1,0,0,0,0,88,0,0,0,0,0,0,EOS
1,0,0,0,0,0,15,29,1,0,0,0,0,EOS
0,1,0,0,0,0,26,0,0,0,0,0,1,EOS
0,0,0,0,0,0,2,12,2,1,0,0,0,EOS
0,1,0,0,0,0,33,0,0,0,0,0,0,EOS
0,1,0,0,0,0,19,0,0,0,0,0,0,EOS
1,0,0,0,0,0,10,28,2,0,0,0,1,EOS
1,0,0,0,0,0,45,30,2,0,0,0,0,EOS
0,1,0,0,0,0,63,0,0,0,0,0,0,EOS
0,1,0,0,0,0,130,0,0,0,0,0,1,EOS
1,0,0,0,0,0,42,57,1,0,0,0,0,EOS
0,1,0,0,0,0,139,0,0,0,0,0,0,EOS
1,0,0,0,0,0,21,4,2,0,0,0,0,EOS
1,0,0,0,0,0,87,17,2,0,0,0,0,EOS
0,1,0,0,0,0,127,0,0,0,0,0,0,EOS
1,0,0,0,0,0,81,17,1,0,0,0,0,EOS
0,1,0,0,0,0,84,0,0,0,0,0,0,EOS
1,0,0,0,0,0,588,43,1,0,0,0,1,EOS
1,0,0,0,0,0,46,101,1,0,0,0,0,EOS
0,0,0,0,0,0,16,21,1,1,0,0,0,EOS
1,0,0,0,0,0,24,30,1,0,0,0,0,EOS
1,0,0,0,0,0,54,36,2,0,0,0,0,EOS
1,0,0,0,0,0,3,66,1,0,0,0,1,NEOS
1,0,0,0,0,0,16,42,2,0,0,0,0,EOS
0,1,0,0,0,0,78,0,0,0,0,0,0,EOS
1,0,0,0,0,0,70,21,2,0,0,0,0,EOS
1,0,0,0,0,0,39,106,2,0,0,0,0,EOS
1,0,0,0,0,0,14,29,2,0,0,0,0,EOS
1,0,0,0,0,0,31,6,2,0,0,0,0,EOS
1,0,0,0,0,0,43,15,1,0,0,0,0,EOS
1,0,0,0,0,0,256,63,1,0,0,0,1,EOS
0,1,0,0,0,0,68,0,0,0,0,0,0,EOS
1,0,0,0,0,0,31,12,2,0,0,0,0,EOS
1,0,0,0,0,0,41,9,2,0,0,0,0,EOS
1,0,0,0,0,0,13,4,1,0,0,0,0,EOS
1,0,0,0,0,0,31,15,2,0,0,0,0,EOS
1,0,0,0,0,0,21,35,1,0,0,0,0,EOS
0,0,0,0,0,0,8,25,1,1,0,0,0,EOS
1,0,0,0,0,0,49,7,1,0,0,0,0,EOS
1,0,0,0,0,0,40,96,2,0,0,0,0,EOS
1,0,0,0,0,0,86,16,1,0,0,0,0,EOS
1,0,0,0,0,0,133,86,1,0,0,0,0,EOS
1,0,0,0,0,0,97,48,2,0,0,0,0,EOS
1,0,0,0,0,0,5,170,2,0,0,0,0,EOS
0,1,0,0,0,0,60,0,0,0,0,0,0,EOS
1,0,0,0,0,0,76,58,2,0,0,0,0,EOS
0,0,0,0,0,0,5,5,1,1,0,0,0,EOS
1,0,0,0,0,0,7,74,1,0,0,0,0,EOS
0,1,0,0,0,0,118,0,0,0,0,0,0,EOS
1,0,0,0,0,0,337,52,2,0,0,0,0,EOS
1,0,0,0,0,1,40,57,1,0,0,0,0,EOS
1,0,0,0,0,0,152,263,2,0,0,0,0,EOS
1,0,0,0,0,0,9,56,1,0,0,0,1,NEOS
1,0,0,0,0,1,25,54,2,0,0,0,0,EOS
1,0,0,0,0,0,54,119,1,0,0,0,0,EOS
1,0,0,0,0,0,40,212,1,0,0,0,0,EOS
1,0,0,0,0,0,21,26,2,0,0,0,0,EOS
0,1,0,0,0,0,23,0,0,0,0,0,0,EOS
1,0,0,0,0,0,37,332,2,0,0,0,0,EOS
0,1,0,0,0,0,33,0,0,0,0,0,0,EOS
1,0,0,0,0,0,50,87,1,0,0,0,1,EOS
1,0,0,0,0,0,139,27,1,0,0,0,0,EOS
